name,short_name,position,team,price,total_score,average_score,owned_percentage,form
Jehad Thakri,J. Thakri,D,Saudi Arabia,4.5,0,0,0,0
Raed Chikhaoui,R. Chikhaoui,D,Tunisia,4,0,0,0.1,0
Sondre Langås,S. K. Langås,D,Norway,4.5,0,0,0.1,0
Ben Waine,B. Waine,F,New Zealand,4,0,0,0.1,0
Cameron Devlin,C. Devlin,M,Australia,4.5,0,0,0,0
Shurandy Sambo,S. Sambo,D,Curaçao,4,0,0,0,0
Liam Kelly,L. Kelly,G,Scotland,4,0,0,0.1,0
Sherzod Esanov,S. Esanov,M,Uzbekistan,4,0,0,0,0
Mathew Leckie,M. Leckie,M,Australia,4,0,0,0,0
Craig Gordon,C. Gordon,G,Scotland,4,0,0,0.1,0
Manaf Younis,M. Younis,D,Iraq,4,0,0,0,0
Tomáš Holeš,T. Holeš,D,Czechia,4.5,0,0,0,0
Éric Davis,É. Davis,D,Panama,4,0,0,0,0
César Yanis,C. Yanis,M,Panama,4,0,0,0,0
Roderick Miller,R. Miller,D,Panama,4,0,0,0,0
Yannick Semedo,Y. Semedo,M,Cabo Verde,4,0,0,0.1,0
Joel Waterman,J. Waterman,D,Canada,4,0,0,0.1,0
Kim Moon-hwan,M. Kim,D,South Korea,4.5,0,0,0.1,0
Song Bum-keun,B. Song,G,South Korea,4,0,0,0.1,0
Amer Jamous,A. Jamous,M,Jordan,4,0,0,0,0
Tholo Thabang Matuludi,T. T. Matuludi,D,South Africa,4,0,0,0.1,0
Florian Wiegele,F. Wiegele,G,Austria,4,0,0,0.1,0
Mohammed Muntari,M. Muntari,F,Qatar,4,0,0,0.2,0
Owen Goodman,O. Goodman,G,Canada,4,0,0,0.1,0
Dostonbek Khamdamov,D. Khamdamov,M,Uzbekistan,4,0,0,0,0
Denis Višinský,D. Višinský,M,Czechia,4.5,0,0,0,0
Herman Johansson,H. Johansson,M,Sweden,4,0,0,0.4,0
Ricardo Goss,R. Goss,G,South Africa,4,0,0,0.1,0
David Douděra,D. Doudera,M,Czechia,4.5,0,0,0,0
Hugo Sochurek,H. Sochurek,M,Czechia,4,0,0,0.1,0
Mohammad Ali Hasheesh,M. A. Hasheesh,D,Jordan,4,0,0,0,0
Jindřich Staněk,J. Staněk,G,Czechia,4,0,0,0.1,0
Alessandro Schöpf,A. Schöpf,M,Austria,4.5,0,0,0,0
Ryan Thomas,R. Thomas,M,New Zealand,4,0,0,0,0
Tyrese Noslin,T. Noslin,M,Curaçao,4,0,0,0,0
Kim Tae-hyeon,T. H. Kim,D,South Korea,4.5,0,0,0,0
Jorge Gutiérrez,J. Gutiérrez,D,Panama,4,0,0,0,0
Meshaal Barsham,M. Barsham,G,Qatar,4,0,0,0.1,0
Dominic Hyam,D. Hyam,D,Scotland,4,0,0,0.1,0
Alfie Jones,A. Jones,D,Canada,4,0,0,0.1,0
Alberto Quintero,A. Quintero,M,Panama,4,0,0,0.1,0
Ahmed Al-Kassar,A. Al-Kassar,G,Saudi Arabia,4,0,0,0.1,0
Joshua Brenet,J. Brenet,D,Curaçao,4,0,0,0,0
Kai Trewin,K. Trewin,D,Australia,4,0,0,0,0
Kelvin Pires,K. Pires,D,Cabo Verde,4,0,0,0,0
Brandley Kuwas,B. Kuwas,M,Curaçao,4,0,0,0,0
Ibrahim Sadeh,I. Sadeh,M,Jordan,4,0,0,0,0
Francis De Vries,F. De Vries,D,New Zealand,4,0,0,0,0
Avazbek Ulmasaliyev,A. Ulmasaliyev,D,Uzbekistan,4,0,0,0,0
Rajaei Ayed,R. Ayed,M,Jordan,4,0,0,0,0
Kevin Felida,K. Felida,M,Curaçao,4,0,0,0,0
Abdallah Al-Fakhouri,A. Al-Fakhouri,G,Jordan,4,0,0,0,0
Lachlan Bayliss,L. Bayliss,M,New Zealand,4,0,0,0.1,0
Saad Al Rousan,S. A. Rousan,D,Jordan,4,0,0,0,0
Godfried Roemeratoe,G. Roemeratoe,M,Curaçao,4,0,0,0,0
Márcio Rosa,M. Rosa,G,Cabo Verde,4,0,0,0.1,0
Noureddin Bani Ateyah,N. B. Ateyah,G,Jordan,4,0,0,0,0
Lucas Mendes,L. Mendes,D,Qatar,4,0,0,0.1,0
César Samudio,C. Samudio,G,Panama,4,0,0,0.1,0
Ahmed Alaaeldin,A. Alaaeldin,F,Qatar,4,0,0,0.2,0
Paul Izzo,P. Izzo,G,Australia,4,0,0,0.1,0
Alex Rufer,A. Rufer,M,New Zealand,4,0,0,0.1,0
Roshon van Eijma,R. v. Eijma,D,Curaçao,4,0,0,0,0
Wi-je Cho,W. Cho,D,South Korea,4,0,0,0.4,0
Husam Ali Mohammad Abudahab,H. A. M. Abudahab,D,Jordan,4,0,0,0,0
Jurien Gaari,J. Gaari,D,Curaçao,4,0,0,0,0
Nando Pijnaker,N. Pijnaker,D,New Zealand,4,0,0,0,0
Abdelaziz Hatem,A. Hatem,M,Qatar,4,0,0,0.1,0
Tyrick Bodak,T. Bodak,G,Curaçao,4,0,0,0.1,0
Trevor Iriving Doornbusch,T. Doornbusch,G,Curaçao,4,0,0,0.2,0
Michael Woud,M. Woud,G,New Zealand,4,0,0,0.1,0
Ahmed Al-Ganehi,A. Al-Ganehi,M,Qatar,4,0,0,0.1,0
Salah Zakaria,S. Zakaria,G,Qatar,4,0,0,0.3,0
Tommy Smith,T. Smith,D,New Zealand,4,0,0,0.1,0
Sultan Al-Brake,S. Al-Brake,D,Qatar,4,0,0,0.1,0
Danial Eiri,D. Eiri,D,Iran,4,0,0,0.2,0
Anas Badawi,A. Badawi,D,Jordan,4,0,0,0.2,0
James McGarry,J. McGarry,D,New Zealand,4,0,0,0.1,0
Alhashmi Mohialdin,A. Mohialdin,D,Qatar,4,0,0,0.7,0
Luka Modrić,L. Modrić,M,Croatia,7.5,-1,-1,3.9,-1
Ferran Torres,F. Torres,F,Spain,7,-1,-1,5,-1
Abdukodir Khusanov,A. Khusanov,D,Uzbekistan,4,-1,-1,10.3,-1
Nicolas Jackson,N. Jackson,F,Senegal,6,-1,-1,2.1,-1
Bernardo Silva,B. Silva,M,Portugal,6.5,-1,-1,4,-1
Joško Gvardiol,J. Gvardiol,D,Croatia,7,-1,-1,5.4,-1
Reece James,R. James,D,England,5.5,-1,-1,5.8,-1
Lyle Foster,L. Foster,F,South Africa,4.5,-1,-1,0.3,-1
Roger Ibañez,R. Ibañez,D,Brazil,5,-1,-1,0.7,-1
Alex Arce,A. Arce,F,Paraguay,4.5,-1,-1,0.1,-1
Utkir Yusupov,U. Yusupov,G,Uzbekistan,4,-1,-1,0.2,-1
Findlay Curtis,F. Curtis,M,Scotland,4.5,-1,-1,0.1,-1
Aubrey Modiba,A. Modiba,D,South Africa,4,-1,-1,0.1,-1
Nkosinathi Sibisi,N. Sibisi,D,South Africa,4,-1,-1,0.1,-1
Jackson Porozo,J. Porozo,D,Ecuador,4.5,-1,-1,0,-1
Yazeed Abu Laila,Y. Abu Laila,G,Jordan,4,-1,-1,0.1,-1
Mustafa Saadoon,M. Saadoon,D,Iraq,4,-1,-1,0,-1
Štěpán Chaloupek,S. Chaloupek,D,Czechia,4.5,-1,-1,0,-1
Ali Abdi,A. Abdi,D,Tunisia,4.5,-2,-2,0.1,-2
Abdelmouhib Chamakh,A. Chamakh,G,Tunisia,4,-2,-2,0.2,-2
Zaid Tahseen,Z. Tahseen,D,Iraq,4,-2,-2,0,-2
Sherel Constancio Floranus,S. Floranus,D,Curaçao,4,-2,-2,0,-2
Deveron Fonville,D. Fonville,D,Curaçao,4,-2,-2,0,-2
Damián Bobadilla,D. Bobadilla,M,Paraguay,5.5,-3,-3,0.3,-3
Themba Zwane,T. Zwane,M,South Africa,4,-3,-3,0.1,-3
Sphephelo Sithole,S. Sithole,M,South Africa,4,-3,-3,0.1,-3
Junior Alonso,J. Alonso,D,Paraguay,4.5,-3,-3,0.1,-3
Miro Muheim,M. Muheim,D,Switzerland,4.5,-3,-3,0,-3
Riechedly Bazoer,R. Bazoer,D,Curaçao,4,-4,-4,0.1,-4
Saleem Obaid,S. Obaid,D,Jordan,4,-4,-4,0,-4
